epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,6503.41,0.68768,0.41135,1.12689,0.97242,0.9668,0.98325,0.79939,0.93056,0.35737,1.372,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
130,6553.63,0.68875,0.41041,1.13125,0.97016,0.96879,0.98307,0.79832,0.93084,0.35676,1.37214,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916
131,6602.96,0.68882,0.41099,1.13197,0.96663,0.97188,0.98228,0.79709,0.93153,0.35786,1.37349,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
132,6653.6,0.68849,0.41071,1.12676,0.96736,0.97025,0.98208,0.79573,0.93211,0.35801,1.37424,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124,0.0144372,0.0048124
133,6703.27,0.68057,0.41037,1.12527,0.97072,0.96783,0.98281,0.79724,0.93215,0.35794,1.37513,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728,0.0143184,0.0047728
134,6754.21,0.68244,0.40717,1.12318,0.97155,0.95488,0.98158,0.79533,0.93296,0.35899,1.3764,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332,0.0141996,0.0047332
135,6804.1,0.68384,0.40945,1.12686,0.97017,0.96786,0.98246,0.79293,0.93419,0.36024,1.37766,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936,0.0140808,0.0046936
136,6853.97,0.67681,0.41072,1.12509,0.97061,0.96838,0.98147,0.79375,0.93422,0.36037,1.37774,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
137,6905,0.67756,0.40508,1.12493,0.97016,0.95521,0.98045,0.79287,0.93424,0.36018,1.37791,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144,0.0138432,0.0046144
138,6954.37,0.67625,0.39985,1.12226,0.97004,0.95526,0.98139,0.79353,0.93456,0.35993,1.37854,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748,0.0137244,0.0045748
139,7005.17,0.67219,0.40033,1.12418,0.97127,0.96714,0.98249,0.795,0.93441,0.36018,1.37895,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352,0.0136056,0.0045352
140,7054.79,0.67545,0.40351,1.12455,0.97186,0.96593,0.98255,0.79575,0.93397,0.35978,1.37887,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956,0.0134868,0.0044956
141,7104.96,0.67151,0.39653,1.11858,0.97106,0.96683,0.98241,0.79732,0.93432,0.35981,1.3794,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
142,7155.19,0.67361,0.40115,1.12241,0.97319,0.96521,0.98255,0.79681,0.93455,0.35995,1.3801,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164,0.0132492,0.0044164
143,7204.57,0.66646,0.3938,1.11661,0.97221,0.96629,0.9826,0.79727,0.9349,0.36004,1.38094,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768,0.0131304,0.0043768
144,7255.68,0.66492,0.39478,1.1153,0.97113,0.96615,0.98259,0.79734,0.93507,0.35984,1.38154,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372,0.0130116,0.0043372
145,7305.09,0.66554,0.39335,1.11617,0.96785,0.96985,0.98255,0.79759,0.93505,0.35962,1.38178,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976,0.0128928,0.0042976
146,7355.73,0.66626,0.39529,1.11697,0.96461,0.97336,0.98151,0.79733,0.93532,0.35999,1.38264,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
147,7405.69,0.66729,0.39568,1.11564,0.96473,0.97299,0.98185,0.79725,0.93536,0.35972,1.38301,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184,0.0126552,0.0042184
148,7455.04,0.65852,0.39298,1.11285,0.96856,0.96906,0.98122,0.79681,0.93592,0.35965,1.38421,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788,0.0125364,0.0041788
149,7505.8,0.65898,0.39515,1.11538,0.97051,0.96686,0.98129,0.79704,0.93615,0.36003,1.38482,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392,0.0124176,0.0041392
150,7555.29,0.66204,0.39242,1.11517,0.96969,0.96772,0.98193,0.79659,0.93654,0.35969,1.38544,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996,0.0122988,0.0040996
151,7606.23,0.65498,0.39273,1.11333,0.96977,0.96796,0.98129,0.79592,0.93685,0.35971,1.38608,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
152,7655.73,0.6597,0.38676,1.11277,0.97103,0.96725,0.98131,0.79593,0.93703,0.36004,1.38644,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204,0.0120612,0.0040204
153,7705.77,0.65542,0.38597,1.11068,0.97066,0.96726,0.98075,0.79541,0.93728,0.35959,1.38699,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808,0.0119424,0.0039808
154,7756.01,0.65712,0.39007,1.11036,0.97059,0.96773,0.98215,0.79728,0.93736,0.3591,1.38738,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412,0.0118236,0.0039412
155,7805.7,0.65642,0.38811,1.11153,0.96881,0.97002,0.9821,0.79657,0.93762,0.35938,1.38783,0.0117048,0.0039016,0.0117048,0.0039016,0.0117048,0.0039016,0.0117048,0.0039016
156,7856.85,0.65432,0.38132,1.10823,0.9684,0.97046,0.98208,0.79624,0.9377,0.35948,1.38831,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
157,7906.46,0.65268,0.38589,1.10831,0.96807,0.97095,0.98201,0.79605,0.93813,0.36054,1.38912,0.0114672,0.0038224,0.0114672,0.0038224,0.0114672,0.0038224,0.0114672,0.0038224
158,7957.11,0.64172,0.38426,1.10514,0.96849,0.97038,0.98287,0.79656,0.93812,0.36034,1.38974,0.0113484,0.0037828,0.0113484,0.0037828,0.0113484,0.0037828,0.0113484,0.0037828
159,8007.82,0.6447,0.38043,1.10417,0.96858,0.9705,0.98287,0.79583,0.93861,0.36017,1.39078,0.0112296,0.0037432,0.0112296,0.0037432,0.0112296,0.0037432,0.0112296,0.0037432
160,8058.94,0.64016,0.37688,1.10056,0.96868,0.97035,0.98294,0.79615,0.93896,0.36021,1.39161,0.0111108,0.0037036,0.0111108,0.0037036,0.0111108,0.0037036,0.0111108,0.0037036
161,8110.17,0.64592,0.37849,1.10298,0.96871,0.97047,0.98297,0.79671,0.9395,0.36015,1.39254,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
162,8160.32,0.64677,0.37851,1.10176,0.96856,0.97053,0.98294,0.79555,0.93997,0.3607,1.39362,0.0108732,0.0036244,0.0108732,0.0036244,0.0108732,0.0036244,0.0108732,0.0036244
163,8211.74,0.63964,0.37473,1.09995,0.96841,0.97032,0.98288,0.79641,0.94013,0.36042,1.39426,0.0107544,0.0035848,0.0107544,0.0035848,0.0107544,0.0035848,0.0107544,0.0035848
164,8261.37,0.64084,0.38086,1.10047,0.9685,0.9693,0.98282,0.79522,0.94018,0.36029,1.39489,0.0106356,0.0035452,0.0106356,0.0035452,0.0106356,0.0035452,0.0106356,0.0035452
165,8311.81,0.63967,0.37385,1.10142,0.97447,0.95418,0.98183,0.7943,0.94054,0.36062,1.39571,0.0105168,0.0035056,0.0105168,0.0035056,0.0105168,0.0035056,0.0105168,0.0035056
166,8361.65,0.63746,0.3741,1.101,0.97446,0.95421,0.98174,0.7951,0.94074,0.35989,1.39612,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
167,8411.07,0.63673,0.36994,1.09702,0.97442,0.95417,0.98175,0.79583,0.94121,0.36028,1.39696,0.0102792,0.0034264,0.0102792,0.0034264,0.0102792,0.0034264,0.0102792,0.0034264
168,8461.88,0.63733,0.37694,1.09979,0.97474,0.95441,0.98169,0.79541,0.94138,0.36019,1.39767,0.0101604,0.0033868,0.0101604,0.0033868,0.0101604,0.0033868,0.0101604,0.0033868
169,8511.44,0.63277,0.36672,1.09785,0.97405,0.95449,0.98163,0.7949,0.94182,0.36004,1.39847,0.0100416,0.0033472,0.0100416,0.0033472,0.0100416,0.0033472,0.0100416,0.0033472
170,8562.33,0.62735,0.36605,1.09166,0.97433,0.95439,0.98157,0.79528,0.94186,0.36034,1.39911,0.0099228,0.0033076,0.0099228,0.0033076,0.0099228,0.0033076,0.0099228,0.0033076
171,8611.88,0.62734,0.36777,1.09213,0.97424,0.95462,0.98154,0.79455,0.94217,0.36027,1.40014,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
172,8661.74,0.63002,0.36473,1.09291,0.97419,0.9547,0.98174,0.79451,0.94267,0.3605,1.40114,0.0096852,0.0032284,0.0096852,0.0032284,0.0096852,0.0032284,0.0096852,0.0032284
173,8711.94,0.62605,0.36535,1.09211,0.97427,0.95461,0.98174,0.79419,0.943,0.36076,1.40194,0.0095664,0.0031888,0.0095664,0.0031888,0.0095664,0.0031888,0.0095664,0.0031888
174,8761.38,0.62087,0.36156,1.08787,0.97395,0.9546,0.98177,0.79406,0.94321,0.3608,1.40268,0.0094476,0.0031492,0.0094476,0.0031492,0.0094476,0.0031492,0.0094476,0.0031492
175,8812.05,0.62298,0.36494,1.08808,0.97389,0.95448,0.98166,0.79305,0.94386,0.36159,1.4037,0.0093288,0.0031096,0.0093288,0.0031096,0.0093288,0.0031096,0.0093288,0.0031096
176,8861.59,0.62449,0.36269,1.09221,0.97427,0.95452,0.98167,0.79332,0.94368,0.36125,1.40403,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
177,8912.09,0.62002,0.36308,1.08808,0.97396,0.95456,0.98155,0.79324,0.94376,0.36128,1.40465,0.0090912,0.0030304,0.0090912,0.0030304,0.0090912,0.0030304,0.0090912,0.0030304
178,8961.84,0.61566,0.35841,1.08656,0.97367,0.95448,0.98147,0.79359,0.9443,0.36181,1.40558,0.0089724,0.0029908,0.0089724,0.0029908,0.0089724,0.0029908,0.0089724,0.0029908
179,9011.38,0.61955,0.36458,1.0874,0.97348,0.9545,0.98141,0.79278,0.94435,0.36207,1.40608,0.0088536,0.0029512,0.0088536,0.0029512,0.0088536,0.0029512,0.0088536,0.0029512
180,9062.03,0.61802,0.36371,1.0864,0.97358,0.9545,0.98126,0.79264,0.94469,0.36247,1.40687,0.0087348,0.0029116,0.0087348,0.0029116,0.0087348,0.0029116,0.0087348,0.0029116
181,9111.65,0.61278,0.36029,1.08324,0.97337,0.95453,0.98138,0.79286,0.94489,0.36267,1.40756,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
182,9162.47,0.60805,0.35761,1.08359,0.97097,0.96573,0.98229,0.7938,0.94523,0.36311,1.40832,0.0084972,0.0028324,0.0084972,0.0028324,0.0084972,0.0028324,0.0084972,0.0028324
183,9212.19,0.61669,0.35758,1.08619,0.97096,0.96584,0.98217,0.79333,0.94517,0.36275,1.40871,0.0083784,0.0027928,0.0083784,0.0027928,0.0083784,0.0027928,0.0083784,0.0027928
184,9262.2,0.60944,0.35696,1.08008,0.97096,0.96573,0.98216,0.79269,0.94534,0.36284,1.40935,0.0082596,0.0027532,0.0082596,0.0027532,0.0082596,0.0027532,0.0082596,0.0027532
185,9312.46,0.60517,0.35431,1.07889,0.97101,0.96554,0.98215,0.7934,0.94557,0.3633,1.41008,0.0081408,0.0027136,0.0081408,0.0027136,0.0081408,0.0027136,0.0081408,0.0027136
186,9361.94,0.60333,0.35258,1.07669,0.97001,0.96633,0.98205,0.794,0.94593,0.36345,1.41089,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
187,9412.72,0.60963,0.35101,1.07655,0.96995,0.96668,0.98203,0.79453,0.94619,0.3635,1.41163,0.0079032,0.0026344,0.0079032,0.0026344,0.0079032,0.0026344,0.0079032,0.0026344
188,9462.29,0.60295,0.35225,1.07628,0.96994,0.96679,0.98188,0.79387,0.94634,0.3639,1.41226,0.0077844,0.0025948,0.0077844,0.0025948,0.0077844,0.0025948,0.0077844,0.0025948
189,9512.87,0.5977,0.35255,1.07566,0.96833,0.96861,0.98187,0.79302,0.94662,0.3642,1.41319,0.0076656,0.0025552,0.0076656,0.0025552,0.0076656,0.0025552,0.0076656,0.0025552
190,9562.8,0.59693,0.34891,1.07532,0.96906,0.96853,0.9818,0.79274,0.94693,0.36445,1.41402,0.0075468,0.0025156,0.0075468,0.0025156,0.0075468,0.0025156,0.0075468,0.0025156
191,9612.62,0.5985,0.34642,1.07424,0.96902,0.96864,0.98167,0.79264,0.94689,0.36468,1.41448,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
192,9663.46,0.59591,0.34307,1.07006,0.96869,0.96911,0.98183,0.79343,0.94693,0.36472,1.41508,0.0073092,0.0024364,0.0073092,0.0024364,0.0073092,0.0024364,0.0073092,0.0024364
193,9713.65,0.59434,0.34487,1.07276,0.96895,0.96912,0.9819,0.79331,0.94706,0.36505,1.41565,0.0071904,0.0023968,0.0071904,0.0023968,0.0071904,0.0023968,0.0071904,0.0023968
194,9764.3,0.59459,0.34693,1.0725,0.96843,0.96943,0.98192,0.79403,0.94703,0.36556,1.41619,0.0070716,0.0023572,0.0070716,0.0023572,0.0070716,0.0023572,0.0070716,0.0023572
195,9813.93,0.587,0.34089,1.07002,0.96851,0.96939,0.98186,0.79406,0.94706,0.36529,1.4167,0.0069528,0.0023176,0.0069528,0.0023176,0.0069528,0.0023176,0.0069528,0.0023176
196,9864.39,0.58722,0.3433,1.06761,0.96827,0.96949,0.98185,0.79361,0.94721,0.36505,1.41752,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
197,9914.43,0.58757,0.34031,1.06787,0.96835,0.96934,0.98195,0.79344,0.94715,0.36509,1.41812,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384,0.0067152,0.0022384
198,9964.19,0.58983,0.34296,1.0681,0.96872,0.96914,0.98191,0.79344,0.94732,0.36545,1.41884,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988
199,10015.2,0.58628,0.33787,1.06533,0.96885,0.96913,0.98189,0.79433,0.94752,0.3658,1.41961,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592
200,10064.6,0.58415,0.33695,1.0659,0.96893,0.96879,0.98185,0.79419,0.94756,0.36592,1.42021,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196
201,10115.2,0.58214,0.33476,1.06164,0.96995,0.96792,0.98186,0.79484,0.94774,0.36595,1.42092,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
202,10164.9,0.57896,0.33591,1.06371,0.971,0.9666,0.98193,0.79507,0.94795,0.36593,1.42162,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404
